"My YouTube channel is so popular"	"I'm happy your YouTube channel is so popular"	"pos"	"condensed"
"My YouTube channel is so popular"	"I am glad your YouTube channel is so popular"	"pos"	"full"
"Later today is when mom is coming to visit and I 'm so excited"	"Good to hear later today is when mom is coming to visit and you are so excited"	"pos"	"full"
"I have to go get an MRI to see if there 's anything to worry about"	"I am sorry you have to go get an MRI to see if there 's anything to worry about"	"neg"	"condensed"
"I have to go get an MRI to see if there 's anything to worry about"	"I'm sorry you have to go get an MRI to see if there 's anything to worry about"	"neg"	"full"
"I was fired from my work place"	"I am sad you were fired from your work place"	"neg"	"condensed"
"I was fired from my work place"	"I am sorry you were fired from your work place"	"neg"	"full"
"The realtor failed to sell our house in six months"	"I'm sorry the realtor failed to sell your house in six months"	"neg"	"full"
"I was so brokenhearted when my boyfriend broke up with me last week"	"Sorry you were so brokenhearted when your boyfriend broke up with you last week"	"neg"	"condensed"
"I was so brokenhearted when my boyfriend broke up with me last week"	"I am sad you were so brokenhearted when your boyfriend broke up with you last week"	"neg"	"full"
"My sister just called and yelled at me and said I was a disappointment out of nowhere"	"I am sorry your sister just called and yelled at you and said you were a disappointment out of nowhere"	"neg"	"condensed"
"My sister just called and yelled at me and said I was a disappointment out of nowhere"	"I am sad your sister just called and yelled at you and said you were a disappointment out of nowhere"	"neg"	"full"
"I found $ 100 in a dresser drawer"	"I'm glad you found $ 100 in a dresser drawer"	"pos"	"condensed"
"I found $ 100 in a dresser drawer"	"I am glad you found $ 100 in a dresser drawer"	"pos"	"full"
"My neighbor shoveled my driveway for me"	"I'm happy your neighbor shoveled your driveway for you"	"pos"	"condensed"
"My neighbor shoveled my driveway for me"	"I'm happy your neighbor shoveled your driveway for you"	"pos"	"full"
"My pizza was burnt when it arrived"	"I am sad your pizza was burnt when it arrived"	"neg"	"condensed"
"My pizza was burnt when it arrived"	"Sorry your pizza was burnt when it arrived"	"neg"	"full"
"James just told me he loved me for the first time"	"I am glad James just told you he loved you for the first time"	"pos"	"condensed"
"James just told me he loved me for the first time"	"Good to hear James just told you he loved you for the first time"	"pos"	"full"
"I made it home in time to watch the Superbowl"	"I'm glad you made it home in time to watch the Superbowl"	"pos"	"condensed"
"I made it home in time to watch the Superbowl"	"Good to hear you made it home in time to watch the Superbowl"	"pos"	"full"
"I do n't think I can afford to go on vacation this year"	"I am sorry you do n't think you can afford to go on vacation this year"	"neg"	"condensed"
"I do n't think I can afford to go on vacation this year"	"I am sorry you do n't think you can afford to go on vacation this year"	"neg"	"full"
"I plan to retire very early and enjoy life"	"I am glad you plan to retire very early and enjoy life"	"pos"	"condensed"
"I plan to retire very early and enjoy life"	"I'm happy you plan to retire very early and enjoy life"	"pos"	"full"
"Sometimes I just do n't know where he 's gone off and hid at"	"I am sorry sometimes you just do n't know where he 's gone off and hid at"	"neg"	"condensed"
"Sometimes I just do n't know where he 's gone off and hid at"	"Sorry sometimes you just do n't know where he 's gone off and hid at"	"neg"	"full"
"I completed my jigsaw puzzle first and won"	"I'm happy you completed your jigsaw puzzle first and won"	"pos"	"condensed"
"I completed my jigsaw puzzle first and won"	"I am glad you completed your jigsaw puzzle first and won"	"pos"	"full"
"I was penaiized for not making the goal at work this week"	"Sorry to hear you were penaiized for not making the goal at work this week"	"neg"	"condensed"
"I was penaiized for not making the goal at work this week"	"I'm sorry you were penaiized for not making the goal at work this week"	"neg"	"full"
"The space bar on my keyboard broke"	"Sorry the space bar on your keyboard broke"	"neg"	"condensed"
"The space bar on my keyboard broke"	"Sorry to hear the space bar on your keyboard broke"	"neg"	"full"
"I have a coupon that entitles me to an extra entree"	"Good to hear you have a coupon that entitles you to an extra entree"	"pos"	"condensed"
"I have a coupon that entitles me to an extra entree"	"I am happy you have a coupon that entitles you to an extra entree"	"pos"	"full"
"The pastor said we are all sinners because we played cards"	"Sorry the pastor said you are all sinners because you played cards"	"neg"	"full"
"No one told me there was toilet paper stuck to my shoe"	"Sorry no one told you there was toilet paper stuck to your shoe"	"neg"	"condensed"
"No one told me there was toilet paper stuck to my shoe"	"Sorry to hear no one told you there was toilet paper stuck to your shoe"	"neg"	"full"
"The police raided the house down the block , and now there is yellow tape everywhere"	"I am sad the police raided the house down the block"	"neg"	"condensed"
"The police raided the house down the block , and now there is yellow tape everywhere"	"I am sad the police raided the house down the block , and now there is yellow tape everywhere"	"neg"	"full"
"My girlfriend kicked me in her sleep all night"	"Sorry to hear your girlfriend kicked you in her sleep all night"	"neg"	"condensed"
"My girlfriend kicked me in her sleep all night"	"I'm sorry your girlfriend kicked you in her sleep all night"	"neg"	"full"
"My girlfriend decided that things were no longer working between us and so she broke up with me"	"I am sorry your girlfriend decided that things were no longer working between you and so she broke up with you"	"neg"	"condensed"
"My girlfriend decided that things were no longer working between us and so she broke up with me"	"I am sorry your girlfriend decided that things were no longer working between you and so she broke up with you"	"neg"	"full"
"Our car slipped on the ice and crashed down a creekbed and I thought we would freeze to death"	"I am sorry your car slipped on the ice and crashed down a creekbed and you thought you would freeze to death"	"neg"	"condensed"
"Our car slipped on the ice and crashed down a creekbed and I thought we would freeze to death"	"I am sad your car slipped on the ice and crashed down a creekbed and you thought you would freeze to death"	"neg"	"full"
"My skirt got a ketchup stain on it but I was able to remove it"	"I am glad your skirt got a ketchup stain on it but you were able to remove it"	"pos"	"condensed"
"My skirt got a ketchup stain on it but I was able to remove it"	"I am glad your skirt got a ketchup stain on it but you were able to remove it"	"pos"	"full"
"I had a great time at the neighborhood block party"	"I'm glad you had a great time at the neighborhood block party"	"pos"	"condensed"
"I had a great time at the neighborhood block party"	"I am glad you had a great time at the neighborhood block party"	"pos"	"full"
"I saw my friend on the street today and we had a great chat"	"I'm glad you saw your friend on the street today and you had a great chat"	"pos"	"condensed"
"I saw my friend on the street today and we had a great chat"	"I'm glad you saw your friend on the street today and you had a great chat"	"pos"	"full"
"He would n't let me see my children any more"	"Sorry to hear he would n't let you see your children any more"	"neg"	"condensed"
"He would n't let me see my children any more"	"Sorry he would n't let you see your children any more"	"neg"	"full"
"I should be more careful next time"	"Sorry you should be more careful next time"	"neg"	"condensed"
"I should be more careful next time"	"I am sorry you should be more careful next time"	"neg"	"full"
"My best friend moved away"	"Sorry your best friend moved away"	"neg"	"condensed"
"My best friend moved away"	"I am sad your best friend moved away"	"neg"	"full"
"Everyone liked my dessert"	"I'm happy everyone liked your dessert"	"pos"	"full"
"The chicken was recalled"	"I am sad the chicken was recalled"	"neg"	"condensed"
"The chicken was recalled"	"I am sad the chicken was recalled"	"neg"	"full"
"I 'm really looking forward to the BBQ next week"	"I am happy you are really looking forward to the BBQ next week"	"pos"	"condensed"
"I 'm really looking forward to the BBQ next week"	"Good to hear you are really looking forward to the BBQ next week"	"pos"	"full"
"My home brew beer came out sour"	"Sorry to hear your home brew beer came out sour"	"neg"	"condensed"
"My home brew beer came out sour"	"Sorry to hear your home brew beer came out sour"	"neg"	"full"
"My mom called and my dad has been doing a lot better , apparently"	"I'm glad your mom called and your dad has been doing a lot better , apparently"	"pos"	"condensed"
"My mom called and my dad has been doing a lot better , apparently"	"I am glad your mom called and your dad has been doing a lot better , apparently"	"pos"	"full"
"While moving to a new town , some of my belongings got destroyed"	"I'm sorry while moving to a new town , some of your belongings got destroyed"	"neg"	"condensed"
"While moving to a new town , some of my belongings got destroyed"	"Sorry to hear while moving to a new town , some of your belongings got destroyed"	"neg"	"full"
"I ran out of gas on the way to work"	"I am sad you ran out of gas on the way to work"	"neg"	"condensed"
"I ran out of gas on the way to work"	"I am sad you ran out of gas on the way to work"	"neg"	"full"
"My sunroof is fixed so we can finally use it"	"I am glad your sunroof is fixed so you can finally use it"	"pos"	"condensed"
"My sunroof is fixed so we can finally use it"	"I am glad your sunroof is fixed so you can finally use it"	"pos"	"full"
"I did end up getting that promotion and I could not be happier"	"I'm happy you did end up getting that promotion and you could not be happier"	"pos"	"condensed"
"I did end up getting that promotion and I could not be happier"	"I'm happy you did end up getting that promotion and you could not be happier"	"pos"	"full"
"He is never going to change"	"I am sorry he is never going to change"	"neg"	"condensed"
"He is never going to change"	"Sorry to hear he is never going to change"	"neg"	"full"
"I made the most beautiful Christmas wreath"	"I am happy you made the most beautiful Christmas wreath"	"pos"	"condensed"
"I made the most beautiful Christmas wreath"	"Good to hear you made the most beautiful Christmas wreath"	"pos"	"full"
"Somebody ate all of the Pringles and put it back on the shelf in my pantry"	"Sorry to hear somebody ate all of the Pringles and put it back on the shelf in your pantry"	"neg"	"condensed"
"Somebody ate all of the Pringles and put it back on the shelf in my pantry"	"I am sad somebody ate all of the Pringles and put it back on the shelf in your pantry"	"neg"	"full"
"I threw up all over the veranda"	"Sorry you threw up all over the veranda"	"neg"	"condensed"
"I threw up all over the veranda"	"Sorry to hear you threw up all over the veranda"	"neg"	"full"
"I got a lot of new Youtube subscribers"	"I am glad you got a lot of new Youtube subscribers"	"pos"	"full"
"The fruit salad was delicious because all the fruit was fresh"	"I'm glad the fruit salad was delicious because all the fruit was fresh"	"pos"	"condensed"
"The fruit salad was delicious because all the fruit was fresh"	"I'm glad the fruit salad was delicious because all the fruit was fresh"	"pos"	"full"
"My cat threw up on the carpet"	"I'm sorry your cat threw up on the carpet"	"neg"	"condensed"
"My cat threw up on the carpet"	"Sorry your cat threw up on the carpet"	"neg"	"full"
"This morning I was planning to wake up at 8 AM but I slept in until 10:30"	"Sorry this morning you were planning to wake up at 8 AM but you slept in until 10:30"	"neg"	"condensed"
"This morning I was planning to wake up at 8 AM but I slept in until 10:30"	"I am sad this morning you were planning to wake up at 8 AM but you slept in until 10:30"	"neg"	"full"
"My neighbors are so loud and rude"	"I am sad your neighbors are so loud and rude"	"neg"	"condensed"
"My neighbors are so loud and rude"	"I am sad your neighbors are so loud and rude"	"neg"	"full"
"I finally made enough money to buy a condo"	"I'm glad you finally made enough money to buy a condo"	"pos"	"condensed"
"I finally made enough money to buy a condo"	"I'm happy you finally made enough money to buy a condo"	"pos"	"full"
"Listening to the latest political debates makes my blood pressure go up"	"I'm sorry listening to the latest political debates makes your blood pressure go up"	"neg"	"condensed"
"Listening to the latest political debates makes my blood pressure go up"	"I am sad listening to the latest political debates makes your blood pressure go up"	"neg"	"full"
"I got yelled at at work"	"Sorry to hear you got yelled at at work"	"neg"	"condensed"
"I got yelled at at work"	"I am sorry you got yelled at at work"	"neg"	"full"
"I got a great makeover"	"Good to hear you got a great makeover"	"pos"	"condensed"
"I got a great makeover"	"I'm glad you got a great makeover"	"pos"	"full"
"I got some free stuff at the store"	"I'm happy you got some free stuff at the store"	"pos"	"condensed"
"I got some free stuff at the store"	"I am glad you got some free stuff at the store"	"pos"	"full"
"I 've been working on it for a year , and tonight I finally finished the project"	"I am happy you 've been working on it for a year"	"pos"	"condensed"
"I 've been working on it for a year , and tonight I finally finished the project"	"I am glad you 've been working on it for a year , and tonight you finally finished the project"	"pos"	"full"
"My dentist is also my friend so the checkup was free"	"I am happy your dentist is also your friend so the checkup was free"	"pos"	"condensed"
"My dentist is also my friend so the checkup was free"	"I'm glad your dentist is also your friend so the checkup was free"	"pos"	"full"
"I had to go to the DMV"	"I am sad you had to go to the DMV"	"neg"	"condensed"
"I had to go to the DMV"	"Sorry to hear you had to go to the DMV"	"neg"	"full"
"My blood sugar has been really good for a month"	"I am happy your blood sugar has been really good for a month"	"pos"	"condensed"
"My blood sugar has been really good for a month"	"Good to hear your blood sugar has been really good for a month"	"pos"	"full"
"The vet just told me that my cat did really well in surgery and is in recovery already"	"I'm happy the vet just told you that your cat did really well in surgery and is in recovery already"	"pos"	"condensed"
"The vet just told me that my cat did really well in surgery and is in recovery already"	"I'm happy the vet just told you that your cat did really well in surgery and is in recovery already"	"pos"	"full"
"My husband was arrested"	"I am sorry your husband was arrested"	"neg"	"full"
"You have beautiful skin"	"I am glad I have beautiful skin"	"pos"	"condensed"
"You have beautiful skin"	"I'm happy I have beautiful skin"	"pos"	"full"
"I think I 'm coming down with the flu"	"I'm sorry you think you are coming down with the flu"	"neg"	"condensed"
"I think I 'm coming down with the flu"	"Sorry to hear you think you are coming down with the flu"	"neg"	"full"
"I 've had the flu for the last 2 weeks and still do n't feel good"	"I am sad you 've had the flu for the last 2 weeks and still do n't feel good"	"neg"	"condensed"
"I 've had the flu for the last 2 weeks and still do n't feel good"	"Sorry to hear you 've had the flu for the last 2 weeks and still do n't feel good"	"neg"	"full"
"I bought stuff to make s'mores today and am so excited"	"I'm glad you bought stuff to make s'mores today and am so excited"	"pos"	"condensed"
"I bought stuff to make s'mores today and am so excited"	"I am happy you bought stuff to make s'mores today and am so excited"	"pos"	"full"
"My dog died today"	"I'm sorry your dog died today"	"neg"	"condensed"
"My dog died today"	"I am sad your dog died today"	"neg"	"full"
"I discovered a hidden compartment in my house with a mysterious box"	"I'm happy you discovered a hidden compartment in your house with a mysterious box"	"pos"	"condensed"
"I discovered a hidden compartment in my house with a mysterious box"	"I am glad you discovered a hidden compartment in your house with a mysterious box"	"pos"	"full"
"I just found out my husband has been cheating on me for the last three years"	"I am sad you just found out your husband has been cheating on you for the last three years"	"neg"	"condensed"
"I just found out my husband has been cheating on me for the last three years"	"I am sorry you just found out your husband has been cheating on you for the last three years"	"neg"	"full"
"My Dr said I have recovered from chicken Pox"	"I am happy your Dr said you have recovered from chicken Pox"	"pos"	"condensed"
"She invited us to her party for New Years '"	"I'm glad she invited you to her party for New Years '"	"pos"	"condensed"
"She invited us to her party for New Years '"	"I am glad she invited you to her party for New Years '"	"pos"	"full"
"My art project got nominated for an award"	"I am glad your art project got nominated for an award"	"pos"	"condensed"
"My art project got nominated for an award"	"I am glad your art project got nominated for an award"	"pos"	"full"
"It seems that I 've had a really bad week this week"	"Sorry to hear it seems that you 've had a really bad week this week"	"neg"	"condensed"
"It seems that I 've had a really bad week this week"	"I am sad it seems that you 've had a really bad week this week"	"neg"	"full"
"The mechanic said my car is in perfect condition with no repairs needed"	"I'm happy the mechanic said your car is in perfect condition with no repairs needed"	"pos"	"condensed"
"The mechanic said my car is in perfect condition with no repairs needed"	"Good to hear the mechanic said your car is in perfect condition with no repairs needed"	"pos"	"full"
"The food at the company picnic made me sick"	"I am sad the food at the company picnic made you sick"	"neg"	"condensed"
"The food at the company picnic made me sick"	"I am sorry the food at the company picnic made you sick"	"neg"	"full"
"My auto insurance went up $ 50 a month after my accident"	"I'm sorry your auto insurance went up $ 50 a month after your accident"	"neg"	"condensed"
"My auto insurance went up $ 50 a month after my accident"	"Sorry your auto insurance went up $ 50 a month after your accident"	"neg"	"full"
"I am finally debt free today"	"Good to hear you are finally debt free today"	"pos"	"condensed"
"I am finally debt free today"	"Good to hear you are finally debt free today"	"pos"	"full"
"The guest did not have a good time at the muddy wedding reception"	"I am sorry the guest did not have a good time at the muddy wedding reception"	"neg"	"condensed"
"The guest did not have a good time at the muddy wedding reception"	"I am sorry the guest did not have a good time at the muddy wedding reception"	"neg"	"full"
"The car broke down because I had ran out of gas"	"I'm sorry the car broke down because you had ran out of gas"	"neg"	"condensed"
"The car broke down because I had ran out of gas"	"I'm sorry the car broke down because you had ran out of gas"	"neg"	"full"
"Last night I got a computer virus and have n't been able to get rid of it yet"	"Sorry last night you got a computer virus and have n't been able to get rid of it yet"	"neg"	"condensed"
"Last night I got a computer virus and have n't been able to get rid of it yet"	"Sorry to hear last night you got a computer virus and have n't been able to get rid of it yet"	"neg"	"full"
"I fell three times trying to walk down the slick driveway"	"I am sorry you fell three times trying to walk down the slick driveway"	"neg"	"condensed"
"I fell three times trying to walk down the slick driveway"	"I'm sorry you fell three times trying to walk down the slick driveway"	"neg"	"full"
"The dog chewed up my expensive leather shoes"	"I'm sorry the dog chewed up your expensive leather shoes"	"neg"	"condensed"
"The dog chewed up my expensive leather shoes"	"I'm sorry the dog chewed up your expensive leather shoes"	"neg"	"full"
"She suspects that her cleaner is stealing from her"	"Sorry to hear she suspects that her cleaner is stealing from her"	"neg"	"condensed"
"She suspects that her cleaner is stealing from her"	"Sorry to hear she suspects that her cleaner is stealing from her"	"neg"	"full"
"The cancer 's metastasized"	"Sorry the cancer 's metastasized"	"neg"	"condensed"
"The cancer 's metastasized"	"Sorry the cancer 's metastasized"	"neg"	"full"
"I lost out on the position to someone younger"	"I'm sorry you lost out on the position to someone younger"	"neg"	"condensed"
"I lost out on the position to someone younger"	"I am sad you lost out on the position to someone younger"	"neg"	"full"
"The girl I have a crush on never replied to my text"	"Sorry the girl you have a crush on never replied to your text"	"neg"	"condensed"
"The girl I have a crush on never replied to my text"	"Sorry the girl you have a crush on never replied to your text"	"neg"	"full"
"I won a contest in the store"	"I'm happy you won a contest in the store"	"pos"	"condensed"
"I won a contest in the store"	"I am happy you won a contest in the store"	"pos"	"full"
"It only took me ten minutes to shovel the driveway after the snow"	"Good to hear it only took you ten minutes to shovel the driveway after the snow"	"pos"	"condensed"
"It only took me ten minutes to shovel the driveway after the snow"	"I'm happy it only took you ten minutes to shovel the driveway after the snow"	"pos"	"full"
"My cat wo n't start this morning"	"I am sad your cat wo n't start this morning"	"neg"	"condensed"
"My cat wo n't start this morning"	"I'm sorry your cat wo n't start this morning"	"neg"	"full"
"After taking supplements , I think I really am losing a lot weight"	"I am glad after taking supplements , you think you really am losing a lot weight"	"pos"	"condensed"
