Where are your dance classes held 	I do not know where your dance classes are held 	A3SS1F4F3JE7CU
Where can we eat 	I do not know where you can eat	ATQD23E8ESFSI
I would like to know if you let me order two personalized pizza not on the menu	I do not know if we can let you order two personalized pizzas 	AMW07CJC3OJIB
Where can I find information about materials used to make a product	I do not know where you can find information about the materials used to make a product 	A1F04SJJSSWA1N
When is this due 	I do not know when it is due 	A1YKWG46AWMPUX	
What if the weather is bad 	I do not know what the weather will be 	A2QWVKYC4RSJKM
What can my account manager do for me 	I do not know what your account manager can do for you 	A9LX66EQWDRQ5
How do I obtain warranty support on my AT&T product 	I do not know how to obtain warranty support on my AT&T product 	A2NI2HSU84PHJW
Is state income tax withholding on supplemental wages handled differently than withholding on regular wages 	I do not know IF state income tax withholding on supplemental wages ARE handled differently than withholding on regular wages	ATQD23E8ESFSI
Do you rent wheelchairs , wagons , or strollers 	I do not know if we rent wheelchairs , wagons , or strollers 	A2K9PB0U45O0MU
How do I know if I need help	I do not know how you would know if you need help 	A9LX66EQWDRQ5
I need to change my email address before I order , how do I do this 	I do not know how you do this	3VZYA8PITOQOZ67LDSBZ0Y9YFYQ50D
How do I log in to Workday 	I do not know how you log in to Workday 	A2TP3K1THK6XRB
When does your most recent product hit the shelves 	I do not know when our most recent product will hit the shelves 	A9LX66EQWDRQ5	
Is help available to researchers 	I do not know if help is available to researchers 	A235UQRA8GE18X
I need you to help me get escalated to advanced help desk for my router	I am not able to help you get escalated to advanced help desk for your router	A23CTGXNDDW5LC
How does it help me find the right candidates 	I do not know how does it help you find the right candidates 	A3SS1F4F3JE7CU
How can I tell if an email really came from USAJOBS 	I do not know how you can tell if an email really came from USAJOBS 	A2K9PB0U45O0MU
Is a job applicant protected under the National Labor Relations Act -LRB- NLRA -RRB- 	I do not know if a job applicant is protected under the National Labor Relations Act -LRB- NLRA -RRB- 	A8O98QNRG9SHV
I tried logging into your website and it 's telling me that my password is incorrect . When I reset my password , it still says ` incorrect password ' . Can you fix it 	I am not able to fix it 	3RKHNXPHGWO7XB44IMTPRUGNSDOUKP
When will you be seeing more of this item 	I do not know when we will be seeing more of this item 	A1D9EH4NAAP40N
Can my employer see the apps I 've installed 	I do not know if your employer can see the apps you 've installed 	A15UV2T9GKXSI4
What is the difference between this insurance plan and your newest one 	I do not know the difference between this insurance plan and the newest one 	A30YFEIPGXNWJL
Is the Museum open year-round 	I do not know if the Museum is open year-round 	AZLZA0Q87TJZO
The product seems to have been damaged during shipping . What are my options 	I do not know your options if the product seems to have been damaged during shipping 	AE9M4Z1NCYSDM	
What can I do about hang up calls 	I do not know what you can do about hang up calls 	A1JBSFXMMRGSQD
May an employer have its third-party benefits administrator -LRB- TPA -RRB- obtain a health plan identifier -LRB- HPID -RRB- for the employer 's self-insured plan 	I do not know if an employer can obtain a health plan identifier -LRB- HPID -RRB- for the employer 's self-insured plan 	A13GUTDMGGZZDL
What dances can I learn in private lessons 	I do not know what dances you can learn in private lessons 	A1JBSFXMMRGSQD
Will you be getting a new catalog 	I do not know if we will be getting a new catalog 	ASFR82SJYMGNU
Does Intel charge run-time fees or royalties for its libraries 	I do not know if Intel charges run-time fees or royalties for its libraries	A23OS0HQ12VVOR
